team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Greece,18 Jul  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,18 Jul  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,18 Jul  2014,77.0,76.0,2.0,73.0,76.0,12.0,2.0
Serbia,18 Jul  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,18 Jul  2014,72.0,65.0,5.0,70.0,69.0,11.0,5.0
Switzerland,18 Jul  2014,75.0,77.0,6.0,77.0,77.0,11.0,6.0
Sweden,18 Jul  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,18 Jul  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,18 Jul  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,18 Jul  2014,75.0,79.0,35.0,80.0,81.0,10.0,35.0
United States,18 Jul  2014,75.0,71.0,24.0,73.0,74.0,12.0,24.0
Norway,18 Jul  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,18 Jul  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,18 Jul  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,18 Jul  2014,77.0,74.0,20.0,73.0,75.0,11.0,20.0
Bulgaria,18 Jul  2014,66.0,65.0,1.0,69.0,68.0,10.0,1.0
Finland,18 Jul  2014,69.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,18 Jul  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,18 Jul  2014,73.0,72.0,9.0,71.0,72.0,10.0,9.0
Austria,18 Jul  2014,73.0,72.0,4.0,71.0,73.0,10.0,4.0
Wales,18 Jul  2014,70.0,72.0,12.0,74.0,73.0,8.0,12.0
Slovenia,18 Jul  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,18 Jul  2014,73.0,67.0,5.0,73.0,72.0,7.0,5.0
Tunisia,18 Jul  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,18 Jul  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,18 Jul  2014,69.0,65.0,2.0,67.0,69.0,7.0,2.0
China PR,18 Jul  2014,67.0,68.0,6.0,68.0,69.0,3.0,6.0
Netherlands,18 Jul  2014,84.0,74.0,25.0,76.0,79.0,17.0,25.0
Czech Republic,18 Jul  2014,73.0,73.0,6.0,74.0,74.0,14.0,6.0
South Africa,18 Jul  2014,71.0,69.0,0.0,71.0,71.0,8.0,0.0
New Zealand,18 Jul  2014,65.0,65.0,2.0,55.0,65.0,6.0,2.0
Côte d'Ivoire,18 Jul  2014,78.0,75.0,3.0,75.0,76.0,11.0,3.0
Chile,18 Jul  2014,76.0,70.0,27.0,75.0,76.0,10.0,27.0
Colombia,18 Jul  2014,77.0,75.0,23.0,78.0,77.0,6.0,23.0
Peru,18 Jul  2014,77.0,70.0,14.0,69.0,72.0,6.0,14.0
Egypt,18 Jul  2014,70.0,64.0,8.0,68.0,69.0,10.0,8.0
Venezuela,18 Jul  2014,72.0,72.0,12.0,69.0,71.0,5.0,12.0
Bolivia,18 Jul  2014,69.0,63.0,6.0,55.0,63.0,2.0,6.0
India,18 Jul  2014,59.0,53.0,5.0,54.0,57.0,1.0,5.0
Canada,18 Jul  2014,74.0,64.0,4.0,72.0,70.0,2.0,4.0
Saudi Arabia,18 Jul  2014,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,18 Jul  2014,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,18 Jul  2014,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,18 Jul  2014,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,18 Jul  2014,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,18 Jul  2014,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,18 Jul  2014,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,18 Jul  2014,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,20 Jun  2014,82.0,84.0,48.0,81.0,83.0,20.0,48.0
England,20 Jun  2014,83.0,79.0,24.0,79.0,80.0,17.0,24.0
Italy,20 Jun  2014,80.0,80.0,30.0,82.0,82.0,19.0,30.0
Spain,20 Jun  2014,86.0,83.0,32.0,86.0,85.0,20.0,32.0
France,20 Jun  2014,82.0,80.0,61.0,80.0,81.0,18.0,61.0
Germany,20 Jun  2014,82.0,81.0,63.0,85.0,84.0,19.0,63.0
Argentina,20 Jun  2014,84.0,80.0,38.0,80.0,82.0,18.0,38.0
Portugal,20 Jun  2014,82.0,80.0,37.0,79.0,80.0,16.0,37.0
Turkey,20 Jun  2014,76.0,76.0,12.0,79.0,78.0,14.0,12.0
Nigeria,20 Jun  2014,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,20 Jun  2014,71.0,74.0,7.0,74.0,73.0,12.0,7.0
Russia,20 Jun  2014,78.0,75.0,6.0,77.0,77.0,12.0,6.0
Mexico,20 Jun  2014,79.0,74.0,50.0,73.0,75.0,15.0,50.0
Uruguay,20 Jun  2014,84.0,76.0,12.0,75.0,77.0,12.0,12.0
Greece,20 Jun  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,20 Jun  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,20 Jun  2014,76.0,76.0,2.0,72.0,76.0,12.0,2.0
Serbia,20 Jun  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,20 Jun  2014,71.0,65.0,5.0,70.0,69.0,11.0,5.0
Switzerland,20 Jun  2014,74.0,76.0,6.0,77.0,77.0,11.0,6.0
Sweden,20 Jun  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,20 Jun  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,20 Jun  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,20 Jun  2014,80.0,79.0,35.0,80.0,81.0,10.0,35.0
United States,20 Jun  2014,75.0,73.0,24.0,74.0,74.0,12.0,24.0
Norway,20 Jun  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,20 Jun  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,20 Jun  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,20 Jun  2014,77.0,74.0,20.0,73.0,75.0,11.0,20.0
Bulgaria,20 Jun  2014,66.0,65.0,1.0,69.0,68.0,10.0,1.0
Finland,20 Jun  2014,67.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,20 Jun  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,20 Jun  2014,73.0,72.0,9.0,71.0,72.0,10.0,9.0
Austria,20 Jun  2014,73.0,72.0,4.0,71.0,73.0,10.0,4.0
Wales,20 Jun  2014,70.0,72.0,12.0,75.0,73.0,8.0,12.0
Slovenia,20 Jun  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,20 Jun  2014,72.0,67.0,5.0,73.0,72.0,7.0,5.0
Tunisia,20 Jun  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,20 Jun  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,20 Jun  2014,69.0,65.0,2.0,67.0,69.0,7.0,2.0
China PR,20 Jun  2014,67.0,68.0,6.0,68.0,69.0,3.0,6.0
Netherlands,20 Jun  2014,84.0,75.0,25.0,76.0,79.0,17.0,25.0
Czech Republic,20 Jun  2014,73.0,73.0,6.0,74.0,74.0,14.0,6.0
South Africa,20 Jun  2014,71.0,69.0,0.0,71.0,71.0,8.0,0.0
New Zealand,20 Jun  2014,68.0,65.0,2.0,59.0,65.0,6.0,2.0
Côte d'Ivoire,20 Jun  2014,78.0,75.0,3.0,77.0,76.0,11.0,3.0
Chile,20 Jun  2014,76.0,71.0,27.0,75.0,76.0,10.0,27.0
Colombia,20 Jun  2014,77.0,75.0,23.0,78.0,77.0,6.0,23.0
Peru,20 Jun  2014,77.0,70.0,14.0,69.0,72.0,6.0,14.0
Egypt,20 Jun  2014,70.0,64.0,8.0,68.0,69.0,10.0,8.0
Venezuela,20 Jun  2014,72.0,72.0,12.0,69.0,71.0,5.0,12.0
Bolivia,20 Jun  2014,69.0,63.0,6.0,55.0,63.0,2.0,6.0
India,20 Jun  2014,60.0,57.0,5.0,56.0,58.0,1.0,5.0
Canada,20 Jun  2014,74.0,64.0,4.0,72.0,70.0,2.0,4.0
Saudi Arabia,20 Jun  2014,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,20 Jun  2014,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,20 Jun  2014,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,20 Jun  2014,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,20 Jun  2014,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,20 Jun  2014,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,20 Jun  2014,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,20 Jun  2014,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,13 Jun  2014,82.0,84.0,48.0,81.0,83.0,20.0,48.0
England,13 Jun  2014,83.0,79.0,24.0,79.0,80.0,17.0,24.0
Italy,13 Jun  2014,80.0,80.0,30.0,82.0,82.0,19.0,30.0
Spain,13 Jun  2014,86.0,83.0,32.0,86.0,85.0,20.0,32.0
France,13 Jun  2014,82.0,80.0,61.0,80.0,81.0,18.0,61.0
Germany,13 Jun  2014,82.0,81.0,63.0,85.0,84.0,19.0,63.0
Argentina,13 Jun  2014,84.0,80.0,38.0,80.0,82.0,18.0,38.0
Portugal,13 Jun  2014,82.0,80.0,37.0,79.0,80.0,16.0,37.0
Turkey,13 Jun  2014,76.0,76.0,12.0,79.0,78.0,14.0,12.0
Nigeria,13 Jun  2014,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,13 Jun  2014,71.0,74.0,7.0,74.0,73.0,12.0,7.0
Russia,13 Jun  2014,78.0,75.0,6.0,77.0,77.0,12.0,6.0
Mexico,13 Jun  2014,79.0,74.0,50.0,73.0,75.0,15.0,50.0
Uruguay,13 Jun  2014,84.0,76.0,12.0,75.0,77.0,12.0,12.0
Greece,13 Jun  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,13 Jun  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,13 Jun  2014,76.0,76.0,2.0,72.0,76.0,12.0,2.0
Serbia,13 Jun  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,13 Jun  2014,71.0,65.0,5.0,70.0,69.0,11.0,5.0
Switzerland,13 Jun  2014,74.0,76.0,6.0,77.0,77.0,11.0,6.0
Sweden,13 Jun  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,13 Jun  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,13 Jun  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,13 Jun  2014,80.0,79.0,35.0,80.0,81.0,10.0,35.0
United States,13 Jun  2014,75.0,73.0,24.0,74.0,74.0,12.0,24.0
Norway,13 Jun  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,13 Jun  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,13 Jun  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,13 Jun  2014,77.0,74.0,20.0,73.0,75.0,11.0,20.0
Bulgaria,13 Jun  2014,66.0,65.0,1.0,69.0,68.0,10.0,1.0
Finland,13 Jun  2014,67.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,13 Jun  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,13 Jun  2014,73.0,72.0,9.0,71.0,72.0,10.0,9.0
Austria,13 Jun  2014,73.0,72.0,4.0,71.0,73.0,10.0,4.0
Wales,13 Jun  2014,70.0,72.0,12.0,75.0,73.0,8.0,12.0
Slovenia,13 Jun  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,13 Jun  2014,72.0,67.0,5.0,73.0,72.0,7.0,5.0
Tunisia,13 Jun  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,13 Jun  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,13 Jun  2014,69.0,65.0,2.0,67.0,69.0,7.0,2.0
China PR,13 Jun  2014,67.0,68.0,6.0,68.0,69.0,3.0,6.0
Netherlands,13 Jun  2014,84.0,75.0,25.0,76.0,79.0,17.0,25.0
Czech Republic,13 Jun  2014,73.0,73.0,6.0,74.0,74.0,14.0,6.0
South Africa,13 Jun  2014,71.0,69.0,0.0,71.0,71.0,8.0,0.0
New Zealand,13 Jun  2014,68.0,65.0,2.0,59.0,65.0,6.0,2.0
Côte d'Ivoire,13 Jun  2014,78.0,75.0,3.0,77.0,76.0,11.0,3.0
Chile,13 Jun  2014,76.0,71.0,27.0,75.0,76.0,10.0,27.0
Colombia,13 Jun  2014,77.0,75.0,23.0,78.0,77.0,6.0,23.0
Peru,13 Jun  2014,77.0,70.0,14.0,69.0,72.0,6.0,14.0
Egypt,13 Jun  2014,70.0,64.0,8.0,68.0,69.0,10.0,8.0
Venezuela,13 Jun  2014,72.0,72.0,12.0,69.0,71.0,5.0,12.0
Bolivia,13 Jun  2014,69.0,63.0,6.0,55.0,63.0,2.0,6.0
India,13 Jun  2014,60.0,57.0,5.0,56.0,58.0,1.0,5.0
Canada,13 Jun  2014,74.0,64.0,4.0,72.0,70.0,2.0,4.0
Saudi Arabia,13 Jun  2014,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,13 Jun  2014,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,13 Jun  2014,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,13 Jun  2014,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,13 Jun  2014,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,13 Jun  2014,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,13 Jun  2014,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,13 Jun  2014,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,06 Jun  2014,82.0,84.0,48.0,81.0,83.0,20.0,48.0
England,06 Jun  2014,83.0,79.0,24.0,79.0,80.0,17.0,24.0
Italy,06 Jun  2014,80.0,80.0,30.0,82.0,82.0,19.0,30.0
Spain,06 Jun  2014,86.0,83.0,32.0,86.0,85.0,20.0,32.0
France,06 Jun  2014,82.0,80.0,61.0,80.0,81.0,18.0,61.0
Germany,06 Jun  2014,82.0,81.0,63.0,85.0,84.0,19.0,63.0
Argentina,06 Jun  2014,84.0,80.0,38.0,80.0,82.0,18.0,38.0
Portugal,06 Jun  2014,82.0,80.0,37.0,79.0,80.0,16.0,37.0
Turkey,06 Jun  2014,76.0,76.0,12.0,79.0,78.0,14.0,12.0
Nigeria,06 Jun  2014,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,06 Jun  2014,71.0,74.0,7.0,74.0,73.0,12.0,7.0
Russia,06 Jun  2014,78.0,75.0,6.0,77.0,77.0,12.0,6.0
Mexico,06 Jun  2014,79.0,74.0,50.0,73.0,75.0,15.0,50.0
Uruguay,06 Jun  2014,84.0,76.0,12.0,75.0,77.0,12.0,12.0
Greece,06 Jun  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,06 Jun  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,06 Jun  2014,76.0,76.0,2.0,72.0,76.0,12.0,2.0
Serbia,06 Jun  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,06 Jun  2014,71.0,65.0,5.0,70.0,69.0,11.0,5.0
Switzerland,06 Jun  2014,74.0,76.0,6.0,77.0,77.0,11.0,6.0
Sweden,06 Jun  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,06 Jun  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,06 Jun  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,06 Jun  2014,80.0,79.0,35.0,80.0,81.0,10.0,35.0
United States,06 Jun  2014,75.0,73.0,24.0,74.0,74.0,12.0,24.0
Norway,06 Jun  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,06 Jun  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,06 Jun  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,06 Jun  2014,77.0,74.0,20.0,73.0,75.0,11.0,20.0
Bulgaria,06 Jun  2014,66.0,65.0,1.0,69.0,68.0,10.0,1.0
Finland,06 Jun  2014,67.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,06 Jun  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,06 Jun  2014,73.0,72.0,9.0,71.0,72.0,10.0,9.0
Austria,06 Jun  2014,73.0,72.0,4.0,71.0,73.0,10.0,4.0
Wales,06 Jun  2014,70.0,72.0,12.0,75.0,73.0,8.0,12.0
Slovenia,06 Jun  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,06 Jun  2014,72.0,67.0,5.0,73.0,72.0,7.0,5.0
Tunisia,06 Jun  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,06 Jun  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,06 Jun  2014,69.0,65.0,2.0,67.0,69.0,7.0,2.0
China PR,06 Jun  2014,67.0,68.0,6.0,68.0,69.0,3.0,6.0
Netherlands,06 Jun  2014,84.0,75.0,25.0,76.0,79.0,17.0,25.0
Czech Republic,06 Jun  2014,73.0,73.0,6.0,74.0,74.0,14.0,6.0
South Africa,06 Jun  2014,71.0,69.0,0.0,71.0,71.0,8.0,0.0
New Zealand,06 Jun  2014,68.0,65.0,2.0,59.0,65.0,6.0,2.0
Côte d'Ivoire,06 Jun  2014,78.0,75.0,3.0,77.0,76.0,11.0,3.0
Chile,06 Jun  2014,76.0,71.0,27.0,75.0,76.0,10.0,27.0
Colombia,06 Jun  2014,77.0,75.0,23.0,78.0,77.0,6.0,23.0
Peru,06 Jun  2014,77.0,70.0,14.0,69.0,72.0,6.0,14.0
Egypt,06 Jun  2014,70.0,64.0,8.0,68.0,69.0,10.0,8.0
Venezuela,06 Jun  2014,72.0,72.0,12.0,69.0,71.0,5.0,12.0
Bolivia,06 Jun  2014,69.0,63.0,6.0,55.0,63.0,2.0,6.0
India,06 Jun  2014,60.0,57.0,5.0,56.0,58.0,1.0,5.0
Canada,06 Jun  2014,74.0,64.0,4.0,72.0,70.0,2.0,4.0
Saudi Arabia,06 Jun  2014,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,06 Jun  2014,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,06 Jun  2014,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,06 Jun  2014,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,06 Jun  2014,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,06 Jun  2014,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,06 Jun  2014,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,06 Jun  2014,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,30 May  2014,82.0,84.0,48.0,81.0,83.0,20.0,48.0
England,30 May  2014,83.0,79.0,24.0,79.0,80.0,17.0,24.0
Italy,30 May  2014,82.0,80.0,30.0,82.0,82.0,19.0,30.0
Spain,30 May  2014,86.0,83.0,32.0,86.0,85.0,20.0,32.0
France,30 May  2014,84.0,80.0,61.0,80.0,82.0,18.0,61.0
Germany,30 May  2014,82.0,81.0,63.0,85.0,84.0,19.0,63.0
Argentina,30 May  2014,86.0,79.0,38.0,81.0,82.0,18.0,38.0
Portugal,30 May  2014,82.0,80.0,37.0,79.0,80.0,16.0,37.0
Turkey,30 May  2014,76.0,76.0,12.0,79.0,78.0,14.0,12.0
Nigeria,30 May  2014,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,30 May  2014,71.0,74.0,7.0,74.0,73.0,12.0,7.0
Russia,30 May  2014,78.0,75.0,6.0,77.0,77.0,12.0,6.0
Mexico,30 May  2014,79.0,75.0,50.0,73.0,75.0,15.0,50.0
Uruguay,30 May  2014,83.0,76.0,12.0,76.0,78.0,12.0,12.0
Greece,30 May  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,30 May  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,30 May  2014,75.0,76.0,2.0,75.0,76.0,12.0,2.0
Serbia,30 May  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,30 May  2014,75.0,67.0,5.0,69.0,69.0,11.0,5.0
Switzerland,30 May  2014,74.0,76.0,6.0,77.0,77.0,11.0,6.0
Sweden,30 May  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,30 May  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,30 May  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,30 May  2014,80.0,79.0,35.0,80.0,81.0,10.0,35.0
United States,30 May  2014,74.0,69.0,24.0,74.0,74.0,12.0,24.0
Norway,30 May  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,30 May  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,30 May  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,30 May  2014,78.0,72.0,20.0,74.0,74.0,11.0,20.0
Bulgaria,30 May  2014,66.0,65.0,1.0,69.0,69.0,10.0,1.0
Finland,30 May  2014,67.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,30 May  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,30 May  2014,73.0,71.0,9.0,71.0,72.0,10.0,9.0
Austria,30 May  2014,72.0,73.0,4.0,76.0,74.0,10.0,4.0
Wales,30 May  2014,70.0,72.0,12.0,75.0,73.0,8.0,12.0
Slovenia,30 May  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,30 May  2014,72.0,67.0,5.0,74.0,72.0,7.0,5.0
Tunisia,30 May  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,30 May  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,30 May  2014,69.0,66.0,2.0,69.0,69.0,7.0,2.0
China PR,30 May  2014,67.0,68.0,6.0,68.0,69.0,3.0,6.0
Netherlands,30 May  2014,84.0,74.0,25.0,77.0,79.0,17.0,25.0
Czech Republic,30 May  2014,73.0,73.0,6.0,74.0,75.0,14.0,6.0
South Africa,30 May  2014,71.0,69.0,0.0,71.0,71.0,8.0,0.0
New Zealand,30 May  2014,68.0,65.0,2.0,59.0,65.0,6.0,2.0
Côte d'Ivoire,30 May  2014,79.0,76.0,3.0,77.0,77.0,11.0,3.0
Chile,30 May  2014,76.0,73.0,27.0,75.0,76.0,10.0,27.0
Colombia,30 May  2014,80.0,75.0,23.0,78.0,78.0,6.0,23.0
Peru,30 May  2014,77.0,70.0,14.0,69.0,72.0,6.0,14.0
Egypt,30 May  2014,70.0,64.0,8.0,68.0,69.0,10.0,8.0
Venezuela,30 May  2014,72.0,72.0,12.0,69.0,71.0,5.0,12.0
Bolivia,30 May  2014,69.0,63.0,6.0,55.0,63.0,2.0,6.0
India,30 May  2014,60.0,57.0,5.0,56.0,58.0,1.0,5.0
Canada,30 May  2014,74.0,64.0,4.0,72.0,70.0,2.0,4.0
Saudi Arabia,30 May  2014,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,30 May  2014,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,30 May  2014,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,30 May  2014,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,30 May  2014,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,30 May  2014,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,30 May  2014,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,30 May  2014,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,23 May  2014,82.0,84.0,48.0,81.0,83.0,20.0,48.0
England,23 May  2014,83.0,79.0,24.0,79.0,80.0,17.0,24.0
Italy,23 May  2014,82.0,80.0,30.0,82.0,82.0,19.0,30.0
Spain,23 May  2014,85.0,83.0,32.0,86.0,85.0,20.0,32.0
France,23 May  2014,84.0,80.0,61.0,80.0,82.0,18.0,61.0
Germany,23 May  2014,82.0,81.0,63.0,85.0,84.0,19.0,63.0
Argentina,23 May  2014,86.0,79.0,38.0,81.0,82.0,18.0,38.0
Portugal,23 May  2014,82.0,80.0,37.0,79.0,80.0,16.0,37.0
Turkey,23 May  2014,76.0,76.0,12.0,79.0,78.0,14.0,12.0
Nigeria,23 May  2014,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,23 May  2014,71.0,74.0,7.0,74.0,73.0,12.0,7.0
Russia,23 May  2014,78.0,75.0,6.0,77.0,77.0,12.0,6.0
Mexico,23 May  2014,79.0,75.0,50.0,73.0,75.0,15.0,50.0
Uruguay,23 May  2014,83.0,76.0,12.0,76.0,78.0,12.0,12.0
Greece,23 May  2014,74.0,75.0,5.0,72.0,74.0,13.0,5.0
Croatia,23 May  2014,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,23 May  2014,75.0,76.0,2.0,75.0,76.0,12.0,2.0
Serbia,23 May  2014,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,23 May  2014,75.0,67.0,5.0,69.0,69.0,11.0,5.0
Switzerland,23 May  2014,74.0,76.0,6.0,77.0,77.0,11.0,6.0
Sweden,23 May  2014,81.0,72.0,8.0,73.0,75.0,11.0,8.0
Republic of Ireland,23 May  2014,75.0,71.0,8.0,74.0,73.0,10.0,8.0
Korea Republic,23 May  2014,70.0,69.0,3.0,71.0,71.0,12.0,3.0
Belgium,23 May  2014,82.0,79.0,35.0,79.0,81.0,10.0,35.0
United States,23 May  2014,74.0,69.0,24.0,74.0,74.0,12.0,24.0
Norway,23 May  2014,71.0,70.0,9.0,73.0,72.0,9.0,9.0
Paraguay,23 May  2014,78.0,70.0,3.0,73.0,74.0,8.0,3.0
Ukraine,23 May  2014,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,23 May  2014,78.0,72.0,20.0,74.0,74.0,11.0,20.0
Bulgaria,23 May  2014,66.0,65.0,1.0,69.0,69.0,10.0,1.0
Finland,23 May  2014,67.0,69.0,7.0,71.0,69.0,6.0,7.0
Scotland,23 May  2014,75.0,70.0,8.0,71.0,72.0,9.0,8.0
Romania,23 May  2014,73.0,71.0,9.0,71.0,72.0,10.0,9.0
Austria,23 May  2014,72.0,73.0,4.0,76.0,74.0,10.0,4.0
Wales,23 May  2014,70.0,72.0,12.0,75.0,73.0,8.0,12.0
Slovenia,23 May  2014,70.0,71.0,1.0,73.0,72.0,10.0,1.0
Ecuador,23 May  2014,72.0,67.0,5.0,74.0,72.0,7.0,5.0
Tunisia,23 May  2014,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,23 May  2014,68.0,68.0,1.0,67.0,68.0,5.0,1.0
Hungary,23 May  2014,69.0,66.0,2.0,69.0,69.0,7.0,2.0
