team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Slovenia,24 May  2013,72.0,71.0,25.87,69.0,72.0,10.0,27.55
Ecuador,24 May  2013,75.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,24 May  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,24 May  2013,70.0,69.0,26.22,68.0,70.0,5.0,26.73
Hungary,24 May  2013,72.0,66.0,25.83,72.0,70.0,7.0,26.55
China PR,24 May  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,24 May  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,24 May  2013,73.0,74.0,25.65,75.0,75.0,14.0,27.27
South Africa,24 May  2013,70.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,24 May  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,24 May  2013,78.0,75.0,26.57,77.0,77.0,11.0,28.0
Chile,24 May  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,24 May  2013,79.0,75.0,27.04,74.0,78.0,6.0,25.91
Peru,24 May  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,24 May  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,24 May  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,24 May  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,24 May  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,24 May  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,24 May  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,24 May  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,24 May  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,24 May  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,24 May  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,24 May  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,24 May  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,24 May  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,17 May  2013,83.0,83.0,25.83,81.0,82.0,20.0,25.27
England,17 May  2013,84.0,81.0,25.7,80.0,81.0,17.0,26.82
Italy,17 May  2013,82.0,81.0,26.22,83.0,83.0,19.0,26.09
Spain,17 May  2013,86.0,83.0,26.96,86.0,86.0,20.0,27.45
France,17 May  2013,84.0,80.0,25.43,78.0,82.0,18.0,25.36
Germany,17 May  2013,85.0,82.0,24.39,84.0,84.0,19.0,25.55
Argentina,17 May  2013,86.0,78.0,26.83,79.0,82.0,18.0,25.09
Portugal,17 May  2013,80.0,80.0,26.87,80.0,80.0,16.0,27.09
Turkey,17 May  2013,78.0,74.0,25.13,76.0,77.0,14.0,24.82
Nigeria,17 May  2013,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,17 May  2013,72.0,75.0,25.61,74.0,74.0,12.0,27.55
Russia,17 May  2013,78.0,76.0,26.57,78.0,78.0,12.0,27.64
Mexico,17 May  2013,79.0,74.0,26.0,75.0,76.0,15.0,25.64
Uruguay,17 May  2013,82.0,79.0,27.3,75.0,79.0,14.0,25.91
Greece,17 May  2013,74.0,76.0,26.26,72.0,74.0,13.0,28.27
Croatia,17 May  2013,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,17 May  2013,79.0,76.0,26.13,75.0,77.0,12.0,26.18
Serbia,17 May  2013,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,17 May  2013,75.0,66.0,27.04,70.0,71.0,11.0,28.55
Switzerland,17 May  2013,75.0,75.0,24.09,76.0,76.0,11.0,24.55
Sweden,17 May  2013,80.0,73.0,27.17,75.0,76.0,11.0,26.82
Republic of Ireland,17 May  2013,74.0,72.0,26.83,74.0,74.0,10.0,28.18
Korea Republic,17 May  2013,74.0,68.0,25.22,71.0,71.0,12.0,25.36
Belgium,17 May  2013,81.0,79.0,24.65,78.0,80.0,10.0,23.18
United States,17 May  2013,70.0,69.0,26.04,74.0,73.0,12.0,26.82
Norway,17 May  2013,79.0,72.0,24.61,71.0,73.0,9.0,24.73
Paraguay,17 May  2013,79.0,70.0,28.61,73.0,74.0,11.0,29.73
Ukraine,17 May  2013,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,17 May  2013,85.0,74.0,25.0,74.0,76.0,11.0,25.55
Bulgaria,17 May  2013,68.0,66.0,25.83,67.0,68.0,10.0,24.45
Finland,17 May  2013,69.0,69.0,24.78,70.0,70.0,6.0,24.91
Scotland,17 May  2013,74.0,71.0,27.04,74.0,73.0,11.0,27.09
Romania,17 May  2013,72.0,72.0,25.43,70.0,72.0,10.0,25.73
Austria,17 May  2013,73.0,74.0,24.43,75.0,74.0,10.0,23.91
Wales,17 May  2013,82.0,73.0,24.87,73.0,75.0,4.0,25.55
Slovenia,17 May  2013,72.0,71.0,25.87,69.0,72.0,10.0,27.55
Ecuador,17 May  2013,75.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,17 May  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,17 May  2013,70.0,69.0,26.22,68.0,70.0,5.0,26.73
Hungary,17 May  2013,73.0,66.0,25.83,72.0,70.0,7.0,26.55
China PR,17 May  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,17 May  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,17 May  2013,73.0,74.0,25.65,75.0,75.0,14.0,27.27
South Africa,17 May  2013,70.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,17 May  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,17 May  2013,78.0,75.0,26.57,78.0,77.0,11.0,28.0
Chile,17 May  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,17 May  2013,79.0,75.0,27.04,74.0,78.0,6.0,25.91
Peru,17 May  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,17 May  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,17 May  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,17 May  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,17 May  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,17 May  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,17 May  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,17 May  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,17 May  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,17 May  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,17 May  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,17 May  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,17 May  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,17 May  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,10 May  2013,83.0,83.0,25.83,81.0,82.0,20.0,25.27
England,10 May  2013,83.0,80.0,25.57,79.0,81.0,17.0,26.45
Italy,10 May  2013,81.0,81.0,25.61,82.0,83.0,19.0,25.64
Spain,10 May  2013,86.0,83.0,26.96,86.0,86.0,20.0,27.45
France,10 May  2013,84.0,80.0,25.43,78.0,82.0,18.0,25.36
Germany,10 May  2013,85.0,82.0,24.39,84.0,84.0,19.0,25.55
Argentina,10 May  2013,86.0,78.0,26.83,79.0,82.0,18.0,25.09
Portugal,10 May  2013,80.0,80.0,26.87,80.0,80.0,16.0,27.09
Turkey,10 May  2013,78.0,74.0,25.13,76.0,77.0,14.0,24.82
Nigeria,10 May  2013,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,10 May  2013,72.0,75.0,25.61,74.0,74.0,12.0,27.55
Russia,10 May  2013,78.0,76.0,26.57,78.0,78.0,12.0,27.64
Mexico,10 May  2013,79.0,74.0,26.0,74.0,75.0,15.0,25.64
Uruguay,10 May  2013,82.0,79.0,27.26,75.0,79.0,14.0,25.91
Greece,10 May  2013,74.0,76.0,26.3,72.0,74.0,13.0,28.27
Croatia,10 May  2013,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,10 May  2013,80.0,76.0,26.22,74.0,76.0,12.0,26.18
Serbia,10 May  2013,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,10 May  2013,75.0,66.0,27.04,70.0,71.0,11.0,28.55
Switzerland,10 May  2013,75.0,75.0,24.09,76.0,76.0,11.0,24.73
Sweden,10 May  2013,80.0,73.0,27.17,75.0,76.0,11.0,26.82
Republic of Ireland,10 May  2013,74.0,72.0,26.83,74.0,74.0,10.0,28.18
Korea Republic,10 May  2013,74.0,68.0,25.22,71.0,71.0,12.0,25.36
Belgium,10 May  2013,81.0,79.0,24.65,78.0,80.0,10.0,23.18
United States,10 May  2013,70.0,69.0,26.04,73.0,73.0,12.0,26.82
Norway,10 May  2013,79.0,75.0,24.87,71.0,73.0,9.0,25.45
Paraguay,10 May  2013,79.0,70.0,28.61,73.0,74.0,11.0,29.73
Ukraine,10 May  2013,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,10 May  2013,85.0,74.0,24.78,74.0,76.0,11.0,25.55
Bulgaria,10 May  2013,68.0,66.0,25.83,67.0,68.0,10.0,24.45
Finland,10 May  2013,69.0,69.0,24.78,70.0,70.0,6.0,24.91
Scotland,10 May  2013,74.0,71.0,27.04,74.0,73.0,11.0,27.09
Romania,10 May  2013,72.0,72.0,25.43,70.0,72.0,10.0,25.73
Austria,10 May  2013,73.0,74.0,24.43,75.0,74.0,10.0,23.91
Wales,10 May  2013,82.0,73.0,24.87,73.0,75.0,4.0,25.55
Slovenia,10 May  2013,72.0,71.0,25.87,69.0,72.0,10.0,27.55
Ecuador,10 May  2013,75.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,10 May  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,10 May  2013,70.0,69.0,26.22,68.0,70.0,5.0,26.73
Hungary,10 May  2013,73.0,66.0,25.83,72.0,70.0,7.0,26.55
China PR,10 May  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,10 May  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,10 May  2013,73.0,74.0,25.65,75.0,75.0,14.0,27.27
South Africa,10 May  2013,70.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,10 May  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,10 May  2013,78.0,75.0,26.57,78.0,77.0,11.0,28.0
Chile,10 May  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,10 May  2013,79.0,75.0,26.57,74.0,78.0,6.0,25.91
Peru,10 May  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,10 May  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,10 May  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,10 May  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,10 May  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,10 May  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,10 May  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,10 May  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,10 May  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,10 May  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,10 May  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,10 May  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,10 May  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,10 May  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,03 May  2013,83.0,83.0,25.83,81.0,82.0,20.0,25.27
England,03 May  2013,84.0,80.0,25.7,80.0,81.0,17.0,26.45
Italy,03 May  2013,81.0,81.0,26.22,83.0,83.0,19.0,26.09
Spain,03 May  2013,86.0,83.0,26.96,86.0,86.0,20.0,27.45
France,03 May  2013,84.0,80.0,25.43,78.0,82.0,18.0,25.36
Germany,03 May  2013,85.0,82.0,24.39,84.0,84.0,19.0,25.55
Argentina,03 May  2013,86.0,78.0,26.83,79.0,82.0,18.0,25.09
Portugal,03 May  2013,80.0,80.0,26.87,80.0,80.0,16.0,27.09
Turkey,03 May  2013,78.0,74.0,25.13,76.0,77.0,14.0,24.82
Nigeria,03 May  2013,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,03 May  2013,72.0,75.0,25.61,74.0,74.0,12.0,27.55
Russia,03 May  2013,78.0,76.0,26.57,78.0,78.0,12.0,27.64
Mexico,03 May  2013,79.0,74.0,26.0,74.0,75.0,15.0,25.64
Uruguay,03 May  2013,80.0,79.0,27.91,75.0,79.0,14.0,26.36
Greece,03 May  2013,74.0,76.0,26.26,72.0,74.0,13.0,28.27
Croatia,03 May  2013,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,03 May  2013,80.0,76.0,26.0,75.0,77.0,12.0,26.18
Serbia,03 May  2013,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,03 May  2013,75.0,66.0,27.04,70.0,70.0,11.0,28.55
Switzerland,03 May  2013,75.0,75.0,24.39,77.0,76.0,11.0,24.91
Sweden,03 May  2013,83.0,73.0,27.78,75.0,76.0,11.0,26.91
Republic of Ireland,03 May  2013,74.0,72.0,26.83,74.0,74.0,10.0,28.18
Korea Republic,03 May  2013,74.0,68.0,25.22,71.0,71.0,12.0,25.36
Belgium,03 May  2013,81.0,79.0,24.65,78.0,80.0,10.0,23.18
United States,03 May  2013,70.0,69.0,26.04,73.0,73.0,12.0,26.82
Norway,03 May  2013,79.0,75.0,25.22,70.0,73.0,9.0,25.36
Paraguay,03 May  2013,79.0,70.0,28.61,73.0,74.0,11.0,29.73
Ukraine,03 May  2013,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,03 May  2013,79.0,74.0,24.39,74.0,75.0,11.0,25.55
Bulgaria,03 May  2013,68.0,66.0,25.83,67.0,68.0,10.0,24.45
Finland,03 May  2013,69.0,69.0,24.78,70.0,70.0,6.0,24.91
Scotland,03 May  2013,74.0,71.0,27.13,74.0,74.0,11.0,27.09
Romania,03 May  2013,72.0,72.0,25.43,70.0,72.0,10.0,25.73
Austria,03 May  2013,73.0,74.0,24.43,75.0,74.0,10.0,23.91
Wales,03 May  2013,82.0,73.0,24.87,73.0,75.0,4.0,25.55
Slovenia,03 May  2013,72.0,71.0,25.83,69.0,72.0,10.0,27.55
Ecuador,03 May  2013,75.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,03 May  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,03 May  2013,70.0,70.0,26.22,68.0,70.0,5.0,26.73
Hungary,03 May  2013,73.0,66.0,25.83,72.0,70.0,7.0,26.55
China PR,03 May  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,03 May  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,03 May  2013,73.0,75.0,25.83,75.0,75.0,14.0,27.27
South Africa,03 May  2013,70.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,03 May  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,03 May  2013,78.0,75.0,26.57,78.0,77.0,11.0,28.0
Chile,03 May  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,03 May  2013,79.0,75.0,27.04,74.0,78.0,6.0,25.91
Peru,03 May  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,03 May  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,03 May  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,03 May  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,03 May  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,03 May  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,03 May  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,03 May  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,03 May  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,03 May  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,03 May  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,03 May  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,03 May  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,03 May  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,26 Apr  2013,83.0,82.0,25.83,81.0,82.0,20.0,25.27
England,26 Apr  2013,84.0,80.0,25.7,80.0,81.0,17.0,26.45
Italy,26 Apr  2013,81.0,81.0,26.22,83.0,83.0,19.0,26.09
Spain,26 Apr  2013,86.0,83.0,26.91,86.0,86.0,20.0,27.45
France,26 Apr  2013,84.0,80.0,25.43,78.0,82.0,18.0,25.36
Germany,26 Apr  2013,85.0,82.0,24.22,84.0,84.0,19.0,25.55
Argentina,26 Apr  2013,87.0,79.0,27.17,79.0,82.0,18.0,25.91
Portugal,26 Apr  2013,80.0,80.0,26.87,80.0,80.0,16.0,27.09
Turkey,26 Apr  2013,78.0,74.0,25.13,76.0,77.0,14.0,24.82
Nigeria,26 Apr  2013,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,26 Apr  2013,72.0,75.0,25.61,74.0,74.0,12.0,27.55
Russia,26 Apr  2013,78.0,76.0,26.57,78.0,78.0,12.0,27.64
Mexico,26 Apr  2013,79.0,74.0,26.0,74.0,75.0,15.0,25.64
Uruguay,26 Apr  2013,82.0,79.0,27.3,75.0,79.0,14.0,25.91
Greece,26 Apr  2013,74.0,76.0,26.26,72.0,74.0,13.0,28.27
Croatia,26 Apr  2013,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,26 Apr  2013,80.0,76.0,26.13,76.0,77.0,12.0,26.18
Serbia,26 Apr  2013,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,26 Apr  2013,75.0,66.0,27.04,70.0,70.0,11.0,28.55
Switzerland,26 Apr  2013,75.0,75.0,24.39,77.0,76.0,11.0,24.91
Sweden,26 Apr  2013,79.0,74.0,27.22,74.0,75.0,11.0,27.73
Republic of Ireland,26 Apr  2013,74.0,72.0,26.83,74.0,74.0,10.0,28.18
Korea Republic,26 Apr  2013,74.0,68.0,25.22,71.0,71.0,12.0,25.36
Belgium,26 Apr  2013,80.0,80.0,24.65,78.0,80.0,10.0,23.18
United States,26 Apr  2013,70.0,69.0,26.04,73.0,73.0,12.0,26.82
Norway,26 Apr  2013,79.0,75.0,24.87,71.0,73.0,9.0,25.45
Paraguay,26 Apr  2013,79.0,70.0,28.61,73.0,74.0,11.0,29.73
Ukraine,26 Apr  2013,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,26 Apr  2013,85.0,74.0,24.78,74.0,76.0,11.0,25.55
Bulgaria,26 Apr  2013,68.0,66.0,25.83,67.0,68.0,10.0,24.45
Finland,26 Apr  2013,69.0,69.0,24.78,70.0,70.0,6.0,24.91
Scotland,26 Apr  2013,74.0,71.0,27.13,74.0,74.0,11.0,27.09
Romania,26 Apr  2013,72.0,72.0,25.43,70.0,72.0,10.0,25.73
Austria,26 Apr  2013,73.0,74.0,24.87,75.0,74.0,10.0,23.91
Wales,26 Apr  2013,82.0,73.0,24.87,73.0,75.0,4.0,25.55
Slovenia,26 Apr  2013,72.0,71.0,25.87,69.0,72.0,10.0,27.55
Ecuador,26 Apr  2013,73.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,26 Apr  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,26 Apr  2013,70.0,70.0,26.22,68.0,70.0,5.0,26.73
Hungary,26 Apr  2013,71.0,66.0,25.87,72.0,70.0,7.0,26.45
China PR,26 Apr  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,26 Apr  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,26 Apr  2013,73.0,74.0,25.65,75.0,75.0,14.0,27.27
South Africa,26 Apr  2013,69.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,26 Apr  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,26 Apr  2013,78.0,75.0,26.57,78.0,77.0,11.0,28.0
Chile,26 Apr  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,26 Apr  2013,79.0,75.0,27.04,74.0,78.0,6.0,25.91
Peru,26 Apr  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,26 Apr  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,26 Apr  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,26 Apr  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,26 Apr  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,26 Apr  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,26 Apr  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,26 Apr  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,26 Apr  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,26 Apr  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,26 Apr  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,26 Apr  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,26 Apr  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,26 Apr  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,19 Apr  2013,83.0,82.0,25.83,81.0,82.0,20.0,25.27
England,19 Apr  2013,84.0,80.0,25.7,80.0,81.0,17.0,26.45
Italy,19 Apr  2013,81.0,81.0,26.22,83.0,83.0,19.0,26.09
Spain,19 Apr  2013,86.0,83.0,26.96,86.0,86.0,20.0,27.45
France,19 Apr  2013,84.0,80.0,25.43,78.0,82.0,18.0,25.36
Germany,19 Apr  2013,84.0,82.0,24.43,84.0,84.0,19.0,25.55
Argentina,19 Apr  2013,87.0,78.0,27.0,79.0,82.0,18.0,25.09
Portugal,19 Apr  2013,80.0,80.0,26.87,80.0,80.0,16.0,27.09
Turkey,19 Apr  2013,78.0,75.0,25.13,75.0,77.0,14.0,24.82
Nigeria,19 Apr  2013,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,19 Apr  2013,72.0,75.0,25.61,74.0,74.0,12.0,27.55
Russia,19 Apr  2013,78.0,76.0,26.57,78.0,78.0,12.0,27.64
Mexico,19 Apr  2013,79.0,74.0,26.0,74.0,75.0,15.0,25.64
Uruguay,19 Apr  2013,82.0,79.0,27.09,75.0,79.0,14.0,25.91
Greece,19 Apr  2013,74.0,76.0,26.26,72.0,74.0,13.0,28.27
Croatia,19 Apr  2013,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,19 Apr  2013,80.0,76.0,26.09,76.0,77.0,12.0,26.18
Serbia,19 Apr  2013,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,19 Apr  2013,76.0,66.0,27.04,70.0,70.0,11.0,28.55
Switzerland,19 Apr  2013,75.0,75.0,24.39,77.0,76.0,11.0,24.91
Sweden,19 Apr  2013,79.0,74.0,27.22,74.0,75.0,11.0,27.73
Republic of Ireland,19 Apr  2013,74.0,72.0,26.83,74.0,74.0,10.0,28.18
Korea Republic,19 Apr  2013,74.0,68.0,25.22,71.0,71.0,12.0,25.36
Belgium,19 Apr  2013,80.0,80.0,24.65,78.0,80.0,10.0,23.18
United States,19 Apr  2013,70.0,69.0,26.04,73.0,73.0,12.0,26.82
Norway,19 Apr  2013,79.0,75.0,24.87,71.0,73.0,9.0,25.45
Paraguay,19 Apr  2013,79.0,70.0,28.61,73.0,74.0,11.0,29.73
Ukraine,19 Apr  2013,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,19 Apr  2013,85.0,74.0,24.78,74.0,76.0,11.0,26.09
Bulgaria,19 Apr  2013,68.0,66.0,25.83,67.0,68.0,10.0,24.45
Finland,19 Apr  2013,69.0,69.0,24.78,70.0,70.0,6.0,24.91
Scotland,19 Apr  2013,74.0,71.0,27.13,74.0,74.0,11.0,27.09
Romania,19 Apr  2013,72.0,72.0,25.43,70.0,72.0,10.0,25.73
Austria,19 Apr  2013,73.0,74.0,24.87,75.0,74.0,10.0,23.91
Wales,19 Apr  2013,82.0,73.0,24.87,73.0,75.0,4.0,25.55
Slovenia,19 Apr  2013,72.0,71.0,25.87,69.0,72.0,10.0,27.55
Ecuador,19 Apr  2013,73.0,66.0,25.78,74.0,72.0,7.0,25.64
Tunisia,19 Apr  2013,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,19 Apr  2013,70.0,70.0,26.22,68.0,70.0,5.0,26.73
Hungary,19 Apr  2013,71.0,66.0,25.87,72.0,70.0,7.0,26.45
China PR,19 Apr  2013,67.0,68.0,26.61,68.0,69.0,3.0,27.91
Netherlands,19 Apr  2013,85.0,75.0,24.3,79.0,80.0,17.0,24.09
Czech Republic,19 Apr  2013,73.0,75.0,25.65,75.0,75.0,14.0,27.27
South Africa,19 Apr  2013,69.0,68.0,24.87,68.0,70.0,8.0,25.27
New Zealand,19 Apr  2013,66.0,64.0,26.09,58.0,65.0,6.0,27.36
Côte d'Ivoire,19 Apr  2013,78.0,75.0,26.57,78.0,77.0,11.0,28.0
Chile,19 Apr  2013,77.0,72.0,26.0,75.0,76.0,10.0,25.64
Colombia,19 Apr  2013,79.0,75.0,27.04,74.0,78.0,6.0,25.91
Peru,19 Apr  2013,78.0,69.0,26.61,70.0,72.0,6.0,26.55
Egypt,19 Apr  2013,66.0,68.0,26.48,67.0,68.0,10.0,27.64
Venezuela,19 Apr  2013,74.0,70.0,25.96,69.0,71.0,5.0,27.27
Bolivia,19 Apr  2013,71.0,64.0,26.17,62.0,66.0,2.0,27.27
India,19 Apr  2013,60.0,57.0,24.52,56.0,58.0,1.0,25.55
Canada,19 Apr  2013,74.0,64.0,25.3,72.0,70.0,2.0,26.45
Saudi Arabia,19 Apr  2013,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,19 Apr  2013,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,19 Apr  2013,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,19 Apr  2013,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,19 Apr  2013,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,19 Apr  2013,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,19 Apr  2013,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,19 Apr  2013,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,12 Apr  2013,83.0,82.0,25.83,81.0,82.0,20.0,25.27
England,12 Apr  2013,84.0,80.0,25.52,80.0,81.0,17.0,26.45
Italy,12 Apr  2013,81.0,81.0,26.22,83.0,83.0,19.0,26.09
Spain,12 Apr  2013,86.0,83.0,26.96,86.0,86.0,20.0,27.45
