team,date,bup_speed,bup_dribbling,bup_passing,cc_passing,cc_crossing,cc_shooting,d_pressure,d_aggresion,d_width
Croatia,2015-03-20 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-03-20 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-03-20 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-03-20 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-03-20 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-03-20 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-03-20 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-03-20 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-03-20 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-03-20 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-03-20 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-03-20 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-03-20 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-03-20 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-03-20 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-03-20 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-03-20 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-03-20 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-03-20 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-03-20 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
Slovenia,2015-03-20 00:00:00+00:00,51,51.0,53,66,67,50,46,36,64
Ecuador,2015-03-20 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Tunisia,2015-03-20 00:00:00+00:00,72,75.0,68,79,35,79,44,69,49
Northern Ireland,2015-03-20 00:00:00+00:00,57,51.0,55,50,45,62,40,50,60
Hungary,2015-03-20 00:00:00+00:00,52,47.0,53,62,55,42,47,47,51
China PR,2015-03-20 00:00:00+00:00,51,48.0,50,54,68,57,49,54,57
Netherlands,2015-03-20 00:00:00+00:00,45,29.0,37,55,52,39,48,50,52
Czech Republic,2015-03-20 00:00:00+00:00,47,51.0,50,53,56,52,47,44,66
South Africa,2015-03-20 00:00:00+00:00,39,68.0,37,51,66,57,55,45,47
New Zealand,2015-03-20 00:00:00+00:00,44,61.0,65,50,65,35,30,53,54
Côte d'Ivoire,2015-03-20 00:00:00+00:00,66,51.0,49,59,73,53,51,51,46
Chile,2015-03-20 00:00:00+00:00,62,60.0,42,65,50,54,35,44,50
Colombia,2015-03-20 00:00:00+00:00,50,70.0,49,50,50,65,45,55,50
Peru,2015-03-20 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Egypt,2015-03-20 00:00:00+00:00,54,60.0,55,46,53,52,37,37,55
Venezuela,2015-03-20 00:00:00+00:00,29,50.0,33,32,25,32,33,44,37
Bolivia,2015-03-20 00:00:00+00:00,33,55.0,30,29,32,49,34,45,40
India,2015-03-20 00:00:00+00:00,35,49.0,51,53,36,55,33,37,37
Canada,2015-03-20 00:00:00+00:00,68,54.0,70,74,74,74,28,26,23
Saudi Arabia,2015-03-20 00:00:00+00:00,69,68.0,66,72,48,73,44,42,63
Iceland,2015-03-20 00:00:00+00:00,52,49.0,51,67,49,33,47,47,33
Morocco,2015-03-20 00:00:00+00:00,38,52.0,38,38,58,58,43,34,68
Senegal,2015-03-20 00:00:00+00:00,51,53.0,51,59,53,48,48,59,48
Japan,2015-03-20 00:00:00+00:00,70,65.0,69,61,65,80,66,55,35
Iran,2015-03-20 00:00:00+00:00,69,67.0,69,47,37,67,26,25,22
Costa Rica,2015-03-20 00:00:00+00:00,49,36.0,52,50,76,39,43,50,39
Panama,2015-03-20 00:00:00+00:00,49,31.0,50,37,31,47,74,71,61
Brazil,2015-03-13 00:00:00+00:00,62,70.0,48,57,42,54,61,37,42
England,2015-03-13 00:00:00+00:00,54,36.0,56,56,67,51,43,47,51
Italy,2015-03-13 00:00:00+00:00,49,30.0,48,38,63,42,34,44,38
Spain,2015-03-13 00:00:00+00:00,41,44.0,38,38,41,57,37,47,59
France,2015-03-13 00:00:00+00:00,48,60.0,36,49,52,52,36,46,52
Germany,2015-03-13 00:00:00+00:00,63,29.0,40,48,48,63,44,57,51
Argentina,2015-03-13 00:00:00+00:00,32,70.0,39,34,36,68,60,55,50
Portugal,2015-03-13 00:00:00+00:00,55,55.0,31,30,52,48,47,47,63
Turkey,2015-03-13 00:00:00+00:00,51,64.0,55,48,49,52,50,47,53
Nigeria,2015-03-13 00:00:00+00:00,68,75.0,71,79,55,74,58,75,65
Denmark,2015-03-13 00:00:00+00:00,65,51.0,50,38,51,49,47,44,62
Russia,2015-03-13 00:00:00+00:00,45,47.0,45,64,66,49,47,47,38
Mexico,2015-03-13 00:00:00+00:00,53,67.0,54,68,58,38,46,58,58
Uruguay,2015-03-13 00:00:00+00:00,36,52.0,55,51,34,37,44,56,38
Greece,2015-03-13 00:00:00+00:00,52,47.0,56,51,60,52,24,37,34
Croatia,2015-03-13 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-03-13 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-03-13 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-03-13 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-03-13 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-03-13 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-03-13 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-03-13 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-03-13 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-03-13 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-03-13 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-03-13 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-03-13 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-03-13 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-03-13 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-03-13 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-03-13 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-03-13 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-03-13 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-03-13 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
Slovenia,2015-03-13 00:00:00+00:00,51,51.0,53,66,67,50,46,36,64
Ecuador,2015-03-13 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Tunisia,2015-03-13 00:00:00+00:00,72,75.0,68,79,35,79,44,69,49
Northern Ireland,2015-03-13 00:00:00+00:00,57,51.0,55,50,45,62,40,50,60
Hungary,2015-03-13 00:00:00+00:00,52,47.0,53,62,55,42,47,47,51
China PR,2015-03-13 00:00:00+00:00,51,48.0,50,54,68,57,49,54,57
Netherlands,2015-03-13 00:00:00+00:00,45,29.0,37,55,52,39,48,50,52
Czech Republic,2015-03-13 00:00:00+00:00,47,51.0,50,53,56,52,47,44,66
South Africa,2015-03-13 00:00:00+00:00,39,68.0,37,51,66,57,55,45,47
New Zealand,2015-03-13 00:00:00+00:00,44,61.0,65,50,65,35,30,53,54
Côte d'Ivoire,2015-03-13 00:00:00+00:00,66,51.0,49,59,73,53,51,51,46
Chile,2015-03-13 00:00:00+00:00,62,60.0,42,65,50,54,35,44,50
Colombia,2015-03-13 00:00:00+00:00,50,70.0,49,50,50,65,45,55,50
Peru,2015-03-13 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Egypt,2015-03-13 00:00:00+00:00,54,60.0,55,46,53,52,37,37,55
Venezuela,2015-03-13 00:00:00+00:00,29,50.0,33,32,25,32,33,44,37
Bolivia,2015-03-13 00:00:00+00:00,33,55.0,30,29,32,49,34,45,40
India,2015-03-13 00:00:00+00:00,35,49.0,51,53,36,55,33,37,37
Canada,2015-03-13 00:00:00+00:00,68,54.0,70,74,74,74,28,26,23
Saudi Arabia,2015-03-13 00:00:00+00:00,69,68.0,66,72,48,73,44,42,63
Iceland,2015-03-13 00:00:00+00:00,52,49.0,51,67,49,33,47,47,33
Morocco,2015-03-13 00:00:00+00:00,38,52.0,38,38,58,58,43,34,68
Senegal,2015-03-13 00:00:00+00:00,51,53.0,51,59,53,48,48,59,48
Japan,2015-03-13 00:00:00+00:00,70,65.0,69,61,65,80,66,55,35
Iran,2015-03-13 00:00:00+00:00,69,67.0,69,47,37,67,26,25,22
Costa Rica,2015-03-13 00:00:00+00:00,49,36.0,52,50,76,39,43,50,39
Panama,2015-03-13 00:00:00+00:00,49,31.0,50,37,31,47,74,71,61
Brazil,2015-03-10 00:00:00+00:00,62,70.0,48,57,42,54,61,37,42
England,2015-03-10 00:00:00+00:00,54,36.0,56,56,67,51,43,47,51
Italy,2015-03-10 00:00:00+00:00,49,30.0,48,38,63,42,34,44,38
Spain,2015-03-10 00:00:00+00:00,41,44.0,38,38,41,57,37,47,59
France,2015-03-10 00:00:00+00:00,48,60.0,36,49,52,52,36,46,52
Germany,2015-03-10 00:00:00+00:00,63,29.0,40,48,48,63,44,57,51
Argentina,2015-03-10 00:00:00+00:00,32,70.0,39,34,36,68,60,55,50
Portugal,2015-03-10 00:00:00+00:00,55,55.0,31,30,52,48,47,47,63
Turkey,2015-03-10 00:00:00+00:00,51,64.0,55,48,49,52,50,47,53
Nigeria,2015-03-10 00:00:00+00:00,68,75.0,71,79,55,74,58,75,65
Denmark,2015-03-10 00:00:00+00:00,65,51.0,50,38,51,49,47,44,62
Russia,2015-03-10 00:00:00+00:00,45,47.0,45,64,66,49,47,47,38
Mexico,2015-03-10 00:00:00+00:00,53,67.0,54,68,58,38,46,58,58
Uruguay,2015-03-10 00:00:00+00:00,36,52.0,55,51,34,37,44,56,38
Greece,2015-03-10 00:00:00+00:00,52,47.0,56,51,60,52,24,37,34
Croatia,2015-03-10 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-03-10 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-03-10 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-03-10 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-03-10 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-03-10 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-03-10 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-03-10 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-03-10 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-03-10 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-03-10 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-03-10 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-03-10 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-03-10 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-03-10 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-03-10 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-03-10 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-03-10 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-03-10 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-03-10 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
Slovenia,2015-03-10 00:00:00+00:00,51,51.0,53,66,67,50,46,36,64
Ecuador,2015-03-10 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Tunisia,2015-03-10 00:00:00+00:00,72,75.0,68,79,35,79,44,69,49
Northern Ireland,2015-03-10 00:00:00+00:00,57,51.0,55,50,45,62,40,50,60
Hungary,2015-03-10 00:00:00+00:00,52,47.0,53,62,55,42,47,47,51
China PR,2015-03-10 00:00:00+00:00,51,48.0,50,54,68,57,49,54,57
Netherlands,2015-03-10 00:00:00+00:00,45,29.0,37,55,52,39,48,50,52
Czech Republic,2015-03-10 00:00:00+00:00,47,51.0,50,53,56,52,47,44,66
South Africa,2015-03-10 00:00:00+00:00,39,68.0,37,51,66,57,55,45,47
New Zealand,2015-03-10 00:00:00+00:00,44,61.0,65,50,65,35,30,53,54
Côte d'Ivoire,2015-03-10 00:00:00+00:00,66,51.0,49,59,73,53,51,51,46
Chile,2015-03-10 00:00:00+00:00,62,60.0,42,65,50,54,35,44,50
Colombia,2015-03-10 00:00:00+00:00,50,70.0,49,50,50,65,45,55,50
Peru,2015-03-10 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Egypt,2015-03-10 00:00:00+00:00,54,60.0,55,46,53,52,37,37,55
Venezuela,2015-03-10 00:00:00+00:00,29,50.0,33,32,25,32,33,44,37
Bolivia,2015-03-10 00:00:00+00:00,33,55.0,30,29,32,49,34,45,40
India,2015-03-10 00:00:00+00:00,35,49.0,51,53,36,55,33,37,37
Canada,2015-03-10 00:00:00+00:00,68,54.0,70,74,74,74,28,26,23
Saudi Arabia,2015-03-10 00:00:00+00:00,69,68.0,66,72,48,73,44,42,63
Iceland,2015-03-10 00:00:00+00:00,52,49.0,51,67,49,33,47,47,33
Morocco,2015-03-10 00:00:00+00:00,38,52.0,38,38,58,58,43,34,68
Senegal,2015-03-10 00:00:00+00:00,51,53.0,51,59,53,48,48,59,48
Japan,2015-03-10 00:00:00+00:00,70,65.0,69,61,65,80,66,55,35
Iran,2015-03-10 00:00:00+00:00,69,67.0,69,47,37,67,26,25,22
Costa Rica,2015-03-10 00:00:00+00:00,49,36.0,52,50,76,39,43,50,39
Panama,2015-03-10 00:00:00+00:00,49,31.0,50,37,31,47,74,71,61
Brazil,2015-03-06 00:00:00+00:00,62,70.0,48,57,42,54,61,37,42
England,2015-03-06 00:00:00+00:00,54,36.0,56,56,67,51,43,47,51
Italy,2015-03-06 00:00:00+00:00,49,30.0,48,38,63,42,34,44,38
Spain,2015-03-06 00:00:00+00:00,41,44.0,38,38,41,57,37,47,59
France,2015-03-06 00:00:00+00:00,48,60.0,36,49,52,52,36,46,52
Germany,2015-03-06 00:00:00+00:00,63,29.0,40,48,48,63,44,57,51
Argentina,2015-03-06 00:00:00+00:00,32,70.0,39,34,36,68,60,55,50
Portugal,2015-03-06 00:00:00+00:00,55,55.0,31,30,52,48,47,47,63
Turkey,2015-03-06 00:00:00+00:00,51,64.0,55,48,49,52,50,47,53
Nigeria,2015-03-06 00:00:00+00:00,68,75.0,71,79,55,74,58,75,65
Denmark,2015-03-06 00:00:00+00:00,65,51.0,50,38,51,49,47,44,62
Russia,2015-03-06 00:00:00+00:00,45,47.0,45,64,66,49,47,47,38
Mexico,2015-03-06 00:00:00+00:00,53,67.0,54,68,58,38,46,58,58
Uruguay,2015-03-06 00:00:00+00:00,36,52.0,55,51,34,37,44,56,38
Greece,2015-03-06 00:00:00+00:00,52,47.0,56,51,60,52,24,37,34
Croatia,2015-03-06 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-03-06 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-03-06 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-03-06 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-03-06 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-03-06 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-03-06 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-03-06 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-03-06 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-03-06 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-03-06 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-03-06 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-03-06 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-03-06 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-03-06 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-03-06 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-03-06 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-03-06 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-03-06 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-03-06 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
Slovenia,2015-03-06 00:00:00+00:00,51,51.0,53,66,67,50,46,36,64
Ecuador,2015-03-06 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Tunisia,2015-03-06 00:00:00+00:00,72,75.0,68,79,35,79,44,69,49
Northern Ireland,2015-03-06 00:00:00+00:00,57,51.0,55,50,45,62,40,50,60
Hungary,2015-03-06 00:00:00+00:00,52,47.0,53,62,55,42,47,47,51
China PR,2015-03-06 00:00:00+00:00,51,48.0,50,54,68,57,49,54,57
Netherlands,2015-03-06 00:00:00+00:00,45,29.0,37,55,52,39,48,50,52
Czech Republic,2015-03-06 00:00:00+00:00,47,51.0,50,53,56,52,47,44,66
South Africa,2015-03-06 00:00:00+00:00,39,68.0,37,51,66,57,55,45,47
New Zealand,2015-03-06 00:00:00+00:00,44,61.0,65,50,65,35,30,53,54
Côte d'Ivoire,2015-03-06 00:00:00+00:00,66,51.0,49,59,73,53,51,51,46
Chile,2015-03-06 00:00:00+00:00,62,60.0,42,65,50,54,35,44,50
Colombia,2015-03-06 00:00:00+00:00,50,70.0,49,50,50,65,45,55,50
Peru,2015-03-06 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Egypt,2015-03-06 00:00:00+00:00,54,60.0,55,46,53,52,37,37,55
Venezuela,2015-03-06 00:00:00+00:00,29,50.0,33,32,25,32,33,44,37
Bolivia,2015-03-06 00:00:00+00:00,33,55.0,30,29,32,49,34,45,40
India,2015-03-06 00:00:00+00:00,35,49.0,51,53,36,55,33,37,37
Canada,2015-03-06 00:00:00+00:00,68,54.0,70,74,74,74,28,26,23
Saudi Arabia,2015-03-06 00:00:00+00:00,69,68.0,66,72,48,73,44,42,63
Iceland,2015-03-06 00:00:00+00:00,52,49.0,51,67,49,33,47,47,33
Morocco,2015-03-06 00:00:00+00:00,38,52.0,38,38,58,58,43,34,68
Senegal,2015-03-06 00:00:00+00:00,51,53.0,51,59,53,48,48,59,48
Japan,2015-03-06 00:00:00+00:00,70,65.0,69,61,65,80,66,55,35
Iran,2015-03-06 00:00:00+00:00,69,67.0,69,47,37,67,26,25,22
Costa Rica,2015-03-06 00:00:00+00:00,49,36.0,52,50,76,39,43,50,39
Panama,2015-03-06 00:00:00+00:00,49,31.0,50,37,31,47,74,71,61
Brazil,2015-02-27 00:00:00+00:00,62,70.0,48,57,42,54,61,37,42
England,2015-02-27 00:00:00+00:00,54,36.0,56,56,67,51,43,47,51
Italy,2015-02-27 00:00:00+00:00,49,30.0,48,38,63,42,34,44,38
Spain,2015-02-27 00:00:00+00:00,41,44.0,38,38,41,57,37,47,59
France,2015-02-27 00:00:00+00:00,48,60.0,36,49,52,52,36,46,52
Germany,2015-02-27 00:00:00+00:00,63,29.0,40,48,48,63,44,57,51
Argentina,2015-02-27 00:00:00+00:00,32,70.0,39,34,36,68,60,55,50
Portugal,2015-02-27 00:00:00+00:00,55,55.0,31,30,52,48,47,47,63
Turkey,2015-02-27 00:00:00+00:00,51,64.0,55,48,49,52,50,47,53
Nigeria,2015-02-27 00:00:00+00:00,68,75.0,71,79,55,74,58,75,65
Denmark,2015-02-27 00:00:00+00:00,65,51.0,50,38,51,49,47,44,62
Russia,2015-02-27 00:00:00+00:00,45,47.0,45,64,66,49,47,47,38
Mexico,2015-02-27 00:00:00+00:00,53,67.0,54,68,58,38,46,58,58
Uruguay,2015-02-27 00:00:00+00:00,36,52.0,55,51,34,37,44,56,38
Greece,2015-02-27 00:00:00+00:00,52,47.0,56,51,60,52,24,37,34
Croatia,2015-02-27 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-02-27 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-02-27 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-02-27 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-02-27 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-02-27 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-02-27 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-02-27 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-02-27 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-02-27 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-02-27 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-02-27 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-02-27 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-02-27 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-02-27 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-02-27 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-02-27 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-02-27 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-02-27 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-02-27 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
Slovenia,2015-02-27 00:00:00+00:00,51,51.0,53,66,67,50,46,36,64
Ecuador,2015-02-27 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Tunisia,2015-02-27 00:00:00+00:00,72,75.0,68,79,35,79,44,69,49
Northern Ireland,2015-02-27 00:00:00+00:00,57,51.0,55,50,45,62,40,50,60
Hungary,2015-02-27 00:00:00+00:00,52,47.0,53,62,55,42,47,47,51
China PR,2015-02-27 00:00:00+00:00,51,48.0,50,54,68,57,49,54,57
Netherlands,2015-02-27 00:00:00+00:00,45,29.0,37,55,52,39,48,50,52
Czech Republic,2015-02-27 00:00:00+00:00,47,51.0,50,53,56,52,47,44,66
South Africa,2015-02-27 00:00:00+00:00,39,68.0,37,51,66,57,55,45,47
New Zealand,2015-02-27 00:00:00+00:00,44,61.0,65,50,65,35,30,53,54
Côte d'Ivoire,2015-02-27 00:00:00+00:00,66,51.0,49,59,73,53,51,51,46
Chile,2015-02-27 00:00:00+00:00,62,60.0,42,65,50,54,35,44,50
Colombia,2015-02-27 00:00:00+00:00,50,70.0,49,50,50,65,45,55,50
Peru,2015-02-27 00:00:00+00:00,50,69.0,64,65,50,50,35,45,35
Egypt,2015-02-27 00:00:00+00:00,54,60.0,55,46,53,52,37,37,55
Venezuela,2015-02-27 00:00:00+00:00,29,50.0,33,32,25,32,33,44,37
Bolivia,2015-02-27 00:00:00+00:00,33,55.0,30,29,32,49,34,45,40
India,2015-02-27 00:00:00+00:00,35,49.0,51,53,36,55,33,37,37
Canada,2015-02-27 00:00:00+00:00,68,54.0,70,74,74,74,28,26,23
Saudi Arabia,2015-02-27 00:00:00+00:00,69,68.0,66,72,48,73,44,42,63
Iceland,2015-02-27 00:00:00+00:00,52,49.0,51,67,49,33,47,47,33
Morocco,2015-02-27 00:00:00+00:00,38,52.0,38,38,58,58,43,34,68
Senegal,2015-02-27 00:00:00+00:00,51,53.0,51,59,53,48,48,59,48
Japan,2015-02-27 00:00:00+00:00,70,65.0,69,61,65,80,66,55,35
Iran,2015-02-27 00:00:00+00:00,69,67.0,69,47,37,67,26,25,22
Costa Rica,2015-02-27 00:00:00+00:00,49,36.0,52,50,76,39,43,50,39
Panama,2015-02-27 00:00:00+00:00,49,31.0,50,37,31,47,74,71,61
Brazil,2015-02-20 00:00:00+00:00,62,70.0,48,57,42,54,61,37,42
England,2015-02-20 00:00:00+00:00,54,36.0,56,56,67,51,43,47,51
Italy,2015-02-20 00:00:00+00:00,49,30.0,48,38,63,42,34,44,38
Spain,2015-02-20 00:00:00+00:00,41,44.0,38,38,41,57,37,47,59
France,2015-02-20 00:00:00+00:00,48,60.0,36,49,52,52,36,46,52
Germany,2015-02-20 00:00:00+00:00,63,29.0,40,48,48,63,44,57,51
Argentina,2015-02-20 00:00:00+00:00,32,70.0,39,34,36,68,60,55,50
Portugal,2015-02-20 00:00:00+00:00,55,55.0,31,30,52,48,47,47,63
Turkey,2015-02-20 00:00:00+00:00,51,64.0,55,48,49,52,50,47,53
Nigeria,2015-02-20 00:00:00+00:00,68,75.0,71,79,55,74,58,75,65
Denmark,2015-02-20 00:00:00+00:00,65,51.0,50,38,51,49,47,44,62
Russia,2015-02-20 00:00:00+00:00,45,47.0,45,64,66,49,47,47,38
Mexico,2015-02-20 00:00:00+00:00,53,67.0,54,68,58,38,46,58,58
Uruguay,2015-02-20 00:00:00+00:00,36,52.0,55,51,34,37,44,56,38
Greece,2015-02-20 00:00:00+00:00,52,47.0,56,51,60,52,24,37,34
Croatia,2015-02-20 00:00:00+00:00,51,58.0,51,52,58,58,49,52,58
Cameroon,2015-02-20 00:00:00+00:00,40,53.0,44,52,68,50,57,48,53
Serbia,2015-02-20 00:00:00+00:00,50,32.0,52,56,32,44,44,56,44
Australia,2015-02-20 00:00:00+00:00,39,35.0,46,55,65,30,48,55,57
Switzerland,2015-02-20 00:00:00+00:00,48,51.0,52,48,51,43,47,45,52
Sweden,2015-02-20 00:00:00+00:00,49,55.0,32,33,39,68,42,59,52
Republic of Ireland,2015-02-20 00:00:00+00:00,45,49.0,45,40,50,50,40,40,40
Korea Republic,2015-02-20 00:00:00+00:00,55,50.0,40,45,38,45,51,48,51
Belgium,2015-02-20 00:00:00+00:00,39,41.0,45,36,37,45,48,42,48
United States,2015-02-20 00:00:00+00:00,41,42.0,58,54,43,35,38,42,40
Norway,2015-02-20 00:00:00+00:00,70,52.0,59,68,52,61,33,47,51
Paraguay,2015-02-20 00:00:00+00:00,33,70.0,52,33,32,48,33,45,50
Ukraine,2015-02-20 00:00:00+00:00,55,0.0,70,65,70,70,55,70,60
Poland,2015-02-20 00:00:00+00:00,50,51.0,34,36,47,38,37,38,51
Bulgaria,2015-02-20 00:00:00+00:00,54,52.0,54,62,63,33,48,32,45
Finland,2015-02-20 00:00:00+00:00,56,35.0,58,47,53,53,33,30,50
Scotland,2015-02-20 00:00:00+00:00,40,48.0,45,40,55,55,40,50,45
Romania,2015-02-20 00:00:00+00:00,51,43.0,52,40,69,55,47,47,50
Austria,2015-02-20 00:00:00+00:00,37,70.0,53,38,37,49,34,37,48
Wales,2015-02-20 00:00:00+00:00,60,33.0,44,53,46,40,48,53,63
